aqi,pm25,pm10,noise_db,temperature,humidity,weather_condition,distance_km,place_category,place_rating,time_of_day,day_of_week,user_mood,preferred_category,max_distance,user_previous_rating,suitability_score
103,63.3,113.3,46,35.6,62,Clear,1.5,Cafes,3.9,8,2,Exercise,Parks,8.0,3.8,63
73,42.2,75.1,35,25.4,51,Partly Cloudy,1.9,Lakes,3.6,13,7,Relax,Libraries,5.0,0.0,93
34,18.3,30.0,28,22.2,79,Mist/Fog,1.4,Meditation,4.5,13,7,Exercise,All,20.0,0.0,99
23,12.9,22.2,51,27.7,43,Cloudy,1.3,Lakes,4.9,20,1,Study,Libraries,15.0,3.9,83
112,61.5,129.4,40,33.2,45,Cloudy,6.7,Lakes,3.6,8,3,Relax,All,10.0,4.4,68
164,74.2,141.2,48,35.0,66,Mist/Fog,13.9,Lakes,3.9,16,3,Quiet Time,Libraries,15.0,4.9,45
20,8.0,13.6,44,30.7,73,Mist/Fog,3.0,Lakes,4.3,20,6,Quiet Time,All,5.0,4.9,99
100,61.0,127.3,43,26.3,81,Clear,2.4,Libraries,4.6,14,6,Fresh Air,Lakes,8.0,0.0,70
78,50.3,109.7,28,34.3,70,Rainy,1.1,Meditation,5.0,18,1,Quiet Time,Lakes,8.0,0.0,86
28,16.4,32.9,37,19.2,41,Partly Cloudy,0.5,Meditation,4.9,13,5,Fresh Air,Cafes,10.0,0.0,96
31,16.7,31.3,50,30.1,67,Mist/Fog,7.0,Parks,4.1,19,3,Quiet Time,Meditation,10.0,4.0,80
148,91.9,159.4,32,27.6,50,Rainy,2.0,Libraries,3.6,6,6,Study,Libraries,10.0,4.4,91
48,20.4,38.5,48,32.3,81,Thunderstorm,6.7,Lakes,3.7,13,3,Meditate,Lakes,8.0,0.0,42
80,33.5,65.7,49,29.3,63,Clear,0.6,Cafes,4.9,18,3,Fresh Air,Fitness,5.0,0.0,73
48,20.0,40.1,44,33.3,55,Cloudy,3.7,Parks,3.8,6,4,Exercise,All,15.0,4.6,95
62,36.9,69.1,33,19.9,35,Partly Cloudy,4.7,Meditation,4.7,12,5,Fresh Air,All,20.0,4.0,88
55,22.8,40.7,34,31.6,50,Mist/Fog,7.9,Meditation,3.7,15,5,Exercise,Parks,8.0,3.7,81
26,11.9,24.9,44,25.6,44,Clear,1.1,Parks,4.7,16,2,Fresh Air,Libraries,8.0,0.0,99
123,59.5,105.9,33,26.2,74,Clear,0.5,Meditation,4.9,13,6,Quiet Time,Lakes,8.0,4.2,75
155,93.3,170.3,41,24.5,38,Clear,0.4,Lakes,3.7,20,2,Exercise,Meditation,5.0,0.0,64
29,13.5,23.0,49,21.2,36,Partly Cloudy,6.8,Parks,3.5,10,4,Meditate,Parks,5.0,0.0,68
30,18.1,36.1,50,33.9,78,Thunderstorm,0.5,Parks,4.8,10,7,Study,Parks,8.0,4.1,63
169,99.8,194.8,41,32.2,51,Cloudy,0.5,Libraries,4.8,22,5,Quiet Time,Parks,10.0,0.0,61
152,84.2,143.2,40,31.5,53,Mist/Fog,2.9,Lakes,4.0,17,5,Quiet Time,All,8.0,0.0,62
132,78.9,157.0,45,26.1,46,Partly Cloudy,1.2,Cafes,4.8,11,7,Fresh Air,Cafes,15.0,4.1,78
35,19.1,35.9,45,26.1,56,Rainy,1.9,Lakes,4.0,18,1,Relax,Lakes,15.0,3.5,89
44,18.5,32.7,38,19.3,36,Clear,1.1,Parks,4.5,14,3,Study,Fitness,8.0,0.0,87
141,91.6,201.4,62,27.8,48,Mist/Fog,5.4,Fitness,4.7,18,4,Study,Parks,10.0,0.0,24
173,106.6,185.1,61,26.5,60,Partly Cloudy,5.7,Fitness,4.6,20,3,Fresh Air,Fitness,15.0,0.0,39
150,86.2,148.8,50,18.5,41,Thunderstorm,7.5,Cafes,4.9,6,4,Meditate,Cafes,10.0,0.0,47
147,86.8,174.8,32,18.4,74,Thunderstorm,9.2,Libraries,5.0,16,5,Exercise,Meditation,8.0,0.0,62
177,79.8,146.4,36,26.5,51,Partly Cloudy,11.7,Meditation,3.6,9,6,Fresh Air,Libraries,10.0,0.0,36
75,47.1,86.3,31,29.9,38,Cloudy,0.5,Libraries,3.5,16,7,Relax,Parks,20.0,0.0,73
66,33.3,68.1,34,20.3,45,Partly Cloudy,2.3,Libraries,3.7,15,5,Meditate,All,15.0,4.4,98
128,59.1,106.2,44,26.3,63,Rainy,5.0,Lakes,4.5,20,3,Exercise,All,10.0,0.0,47
129,77.7,132.5,50,31.2,57,Thunderstorm,8.8,Fitness,4.5,9,4,Study,Cafes,8.0,0.0,17
49,20.4,41.5,50,25.4,73,Rainy,0.8,Lakes,3.6,9,5,Study,Meditation,10.0,0.0,45
71,32.1,52.2,42,30.5,72,Mist/Fog,2.0,Cafes,4.8,18,1,Exercise,Cafes,15.0,3.2,97
109,45.8,91.3,61,20.5,76,Rainy,6.7,Fitness,4.8,9,2,Exercise,Cafes,8.0,4.1,57
137,55.2,97.4,35,21.9,36,Partly Cloudy,4.2,Libraries,4.2,7,7,Meditate,All,8.0,0.0,71
139,71.0,139.1,46,31.8,81,Rainy,1.9,Fitness,3.8,6,4,Relax,Cafes,8.0,3.0,20
63,26.7,56.1,45,21.0,55,Mist/Fog,0.7,Lakes,4.0,12,5,Quiet Time,Meditation,10.0,4.1,97
20,11.3,18.2,37,19.2,75,Partly Cloudy,4.0,Lakes,3.6,12,4,Relax,Lakes,10.0,4.2,99
169,91.6,160.4,35,35.7,69,Cloudy,4.3,Parks,4.0,16,7,Quiet Time,Libraries,8.0,0.0,34
53,27.9,56.4,28,29.1,79,Clear,1.6,Meditation,4.6,8,1,Exercise,Cafes,15.0,4.0,99
21,13.2,25.9,51,33.8,41,Mist/Fog,1.6,Lakes,4.3,19,6,Meditate,Cafes,5.0,0.0,64
81,43.3,92.8,60,32.4,69,Partly Cloudy,1.2,Fitness,4.3,11,4,Study,Lakes,15.0,0.0,46
56,36.3,78.5,36,28.7,76,Partly Cloudy,9.7,Parks,4.3,19,6,Exercise,All,8.0,0.0,98
82,38.6,72.1,38,33.5,59,Cloudy,10.9,Libraries,4.1,11,4,Meditate,Libraries,10.0,0.0,81
27,17.2,32.5,40,33.4,72,Rainy,9.2,Meditation,4.3,11,3,Fresh Air,Meditation,20.0,3.6,94
67,34.7,58.7,31,33.5,71,Clear,1.9,Libraries,4.9,18,6,Relax,Lakes,15.0,4.0,84
103,42.2,90.9,53,20.9,73,Thunderstorm,11.3,Fitness,4.3,21,6,Fresh Air,All,10.0,0.0,34
81,33.1,69.1,38,18.5,68,Mist/Fog,0.9,Libraries,4.2,10,3,Quiet Time,Parks,20.0,4.2,91
65,27.5,55.7,53,28.6,80,Mist/Fog,2.9,Fitness,4.8,11,7,Meditate,All,8.0,0.0,57
53,31.2,67.2,41,29.5,73,Clear,1.8,Meditation,3.9,12,6,Quiet Time,Cafes,8.0,3.6,76
54,27.2,50.3,39,21.1,53,Rainy,4.6,Lakes,4.2,22,1,Exercise,All,8.0,0.0,69
74,47.8,101.5,41,20.0,66,Thunderstorm,0.6,Parks,4.1,14,1,Quiet Time,Parks,5.0,4.2,72
148,59.6,104.9,43,28.5,84,Mist/Fog,0.7,Libraries,4.7,18,5,Exercise,Meditation,20.0,0.0,62
93,47.2,86.0,42,32.7,82,Cloudy,4.1,Libraries,4.4,17,7,Exercise,Fitness,15.0,3.2,71
144,89.6,150.8,37,23.0,69,Thunderstorm,6.2,Libraries,4.2,21,5,Quiet Time,Cafes,10.0,0.0,74
96,39.5,82.3,47,22.2,59,Rainy,5.0,Cafes,4.0,21,6,Relax,Meditation,5.0,0.0,66
28,12.2,23.3,44,27.1,41,Mist/Fog,5.9,Parks,4.7,20,2,Quiet Time,Cafes,10.0,0.0,87
53,29.9,49.4,34,18.5,81,Mist/Fog,1.7,Meditation,4.6,13,6,Meditate,Parks,15.0,4.0,99
67,35.8,72.9,47,24.0,46,Mist/Fog,3.3,Fitness,3.6,16,4,Relax,Meditation,20.0,0.0,65
123,75.5,157.4,50,23.2,40,Clear,1.8,Fitness,4.9,9,5,Quiet Time,Fitness,20.0,4.7,81
50,20.8,40.0,41,23.8,53,Rainy,4.3,Libraries,4.3,13,1,Fresh Air,Meditation,8.0,4.1,88
138,60.3,106.7,55,18.6,51,Mist/Fog,2.7,Cafes,3.9,21,6,Meditate,Cafes,5.0,0.0,34
175,72.6,151.5,30,21.8,71,Mist/Fog,6.1,Libraries,4.9,11,7,Study,Meditation,5.0,0.0,58
121,58.6,117.6,67,25.0,61,Rainy,1.5,Fitness,4.6,18,1,Meditate,All,8.0,4.5,22
89,50.2,97.7,35,23.2,42,Rainy,1.2,Meditation,4.6,6,3,Relax,Fitness,8.0,0.0,82
27,11.2,20.3,42,20.1,60,Clear,1.7,Lakes,5.0,18,2,Exercise,Cafes,15.0,3.5,99
127,56.3,115.3,40,29.9,73,Mist/Fog,7.3,Libraries,3.9,20,3,Study,Meditation,15.0,3.2,65
64,33.3,67.1,29,21.3,59,Thunderstorm,3.9,Meditation,3.9,10,1,Meditate,All,15.0,4.4,99
52,28.0,53.8,40,19.2,76,Rainy,3.0,Meditation,4.6,12,6,Meditate,Cafes,5.0,0.0,93
34,13.9,27.0,45,28.1,77,Clear,0.4,Lakes,4.3,17,5,Relax,Libraries,5.0,5.0,99
89,56.7,108.4,63,27.6,41,Mist/Fog,2.7,Fitness,4.3,17,5,Relax,Parks,10.0,0.0,43
33,20.1,43.7,44,28.7,48,Partly Cloudy,4.9,Parks,3.6,14,3,Meditate,All,15.0,4.8,77
172,97.9,211.9,30,19.3,71,Partly Cloudy,19.1,Libraries,4.6,22,5,Exercise,All,8.0,4.6,36
82,38.3,73.5,38,19.2,67,Rainy,1.9,Libraries,4.7,10,7,Relax,Libraries,10.0,0.0,95
99,63.6,116.2,43,21.2,71,Clear,1.6,Cafes,3.6,17,6,Relax,All,15.0,0.0,69
53,23.6,49.2,46,27.9,79,Thunderstorm,2.1,Parks,3.7,6,6,Relax,Parks,20.0,0.0,74
45,21.0,45.2,45,30.7,47,Cloudy,3.6,Lakes,3.8,17,7,Quiet Time,Parks,15.0,0.0,86
48,20.2,36.0,40,29.4,38,Clear,1.3,Meditation,3.7,7,1,Quiet Time,Fitness,5.0,0.0,82
175,88.5,168.6,39,27.0,69,Rainy,4.3,Meditation,4.5,18,1,Exercise,Fitness,20.0,0.0,59
119,57.9,127.2,60,30.3,37,Thunderstorm,2.4,Fitness,4.5,22,2,Exercise,Meditation,8.0,3.7,47
104,51.5,93.9,36,22.5,61,Mist/Fog,5.4,Lakes,3.9,21,3,Fresh Air,Lakes,5.0,3.0,89
157,64.2,120.6,53,19.0,35,Rainy,2.5,Cafes,4.0,6,3,Quiet Time,Libraries,10.0,0.0,49
39,17.5,33.6,50,20.2,59,Rainy,0.9,Lakes,3.8,18,3,Exercise,Lakes,10.0,3.9,81
71,34.7,64.6,40,21.6,44,Mist/Fog,0.4,Parks,4.1,16,1,Exercise,Meditation,15.0,3.4,99
65,33.9,64.3,38,23.8,73,Partly Cloudy,7.8,Libraries,4.6,18,2,Quiet Time,Lakes,20.0,3.2,95
22,13.4,24.9,37,25.8,49,Clear,2.6,Meditation,3.9,10,6,Relax,Fitness,15.0,0.0,89
31,17.8,35.6,41,30.7,75,Rainy,4.5,Lakes,4.4,12,7,Study,Fitness,20.0,0.0,57
28,12.2,19.6,37,24.8,61,Clear,4.5,Lakes,3.8,19,4,Exercise,All,8.0,3.9,99
32,15.6,28.9,39,21.3,35,Clear,4.1,Parks,3.8,21,3,Study,All,10.0,0.0,91
89,37.8,60.8,36,24.0,72,Partly Cloudy,1.9,Libraries,4.3,17,2,Study,Lakes,20.0,0.0,94
24,13.4,26.3,34,32.7,44,Mist/Fog,2.4,Lakes,3.6,16,3,Fresh Air,Cafes,5.0,0.0,99
66,33.3,67.5,65,35.6,79,Thunderstorm,2.4,Fitness,4.9,8,4,Meditate,All,5.0,0.0,16
51,22.0,35.8,37,21.4,75,Mist/Fog,2.7,Meditation,4.8,8,2,Relax,Parks,20.0,0.0,84
85,37.9,64.3,31,18.2,81,Mist/Fog,2.8,Libraries,4.6,22,3,Exercise,Libraries,20.0,3.4,95
65,29.6,56.8,51,20.7,79,Mist/Fog,9.5,Fitness,4.8,7,6,Study,Libraries,10.0,0.0,64
47,23.1,38.1,46,22.8,41,Thunderstorm,8.3,Parks,4.0,7,6,Relax,Meditation,10.0,0.0,66
175,77.7,169.6,51,19.9,72,Thunderstorm,2.0,Cafes,4.8,12,7,Meditate,Meditation,10.0,0.0,30
107,62.3,115.9,48,19.7,44,Rainy,1.0,Fitness,3.8,21,6,Exercise,Parks,8.0,3.6,60
156,89.2,152.8,44,22.4,80,Rainy,12.6,Cafes,4.6,10,6,Meditate,Parks,5.0,0.0,24
157,92.8,184.4,28,31.9,48,Partly Cloudy,10.1,Libraries,3.5,6,7,Relax,All,20.0,4.5,53
76,39.5,76.5,49,23.5,58,Partly Cloudy,1.3,Cafes,4.5,9,1,Quiet Time,All,20.0,0.0,96
30,13.7,25.1,33,22.1,78,Cloudy,2.0,Meditation,4.2,9,2,Exercise,Parks,5.0,4.9,99
93,45.6,98.3,43,28.9,43,Clear,2.9,Cafes,3.8,19,2,Relax,Libraries,20.0,0.0,59
85,44.6,81.2,46,32.4,74,Mist/Fog,7.2,Cafes,4.7,10,3,Study,All,8.0,3.9,80
125,80.0,141.4,29,21.3,54,Partly Cloudy,1.6,Libraries,4.2,19,5,Relax,All,15.0,0.0,72
104,54.5,104.7,57,24.9,64,Partly Cloudy,2.2,Fitness,4.7,13,6,Meditate,Cafes,20.0,3.7,49
63,39.7,64.9,40,23.3,42,Partly Cloudy,7.0,Lakes,3.9,13,1,Relax,Lakes,15.0,0.0,99
63,31.1,62.8,45,26.6,64,Clear,0.9,Lakes,4.0,8,2,Exercise,Meditation,8.0,4.1,96
73,42.8,87.7,39,26.5,71,Cloudy,2.4,Libraries,3.9,10,1,Meditate,Fitness,5.0,0.0,87
39,24.8,46.4,39,34.5,60,Cloudy,4.6,Meditation,4.9,14,1,Meditate,All,15.0,0.0,95
22,11.0,23.0,51,33.2,75,Thunderstorm,2.5,Lakes,4.5,18,7,Quiet Time,Parks,10.0,3.1,63
60,33.0,69.6,42,20.9,40,Cloudy,1.1,Cafes,4.6,15,2,Relax,All,5.0,0.0,89
84,54.1,104.9,57,18.8,50,Rainy,10.4,Fitness,5.0,15,4,Relax,Parks,5.0,0.0,18
137,66.1,141.3,51,32.5,42,Thunderstorm,3.4,Cafes,4.2,7,3,Meditate,Meditation,15.0,4.4,42
80,36.3,72.9,36,20.9,83,Mist/Fog,2.8,Parks,4.5,16,4,Quiet Time,All,20.0,0.0,83
150,74.5,128.5,37,35.2,63,Clear,18.5,Libraries,4.7,10,7,Relax,Meditation,5.0,0.0,12
34,21.5,36.5,32,24.4,38,Cloudy,4.6,Meditation,3.9,21,3,Relax,Cafes,15.0,0.0,84
58,29.0,61.3,50,25.9,60,Partly Cloudy,3.7,Parks,4.1,19,5,Fresh Air,Cafes,10.0,0.0,91
177,73.3,152.1,61,18.1,77,Thunderstorm,1.5,Fitness,4.4,8,2,Relax,Libraries,8.0,3.9,5
110,46.4,94.6,66,31.8,44,Rainy,1.7,Fitness,4.0,21,2,Fresh Air,Fitness,10.0,0.0,30
109,58.5,126.9,30,23.8,36,Partly Cloudy,3.5,Libraries,3.6,17,7,Relax,Lakes,15.0,0.0,65
48,20.2,33.2,41,33.7,57,Cloudy,2.2,Parks,4.5,14,2,Quiet Time,Cafes,8.0,0.0,73
88,39.6,85.7,42,30.4,43,Thunderstorm,4.5,Parks,4.9,18,7,Exercise,Lakes,10.0,4.6,77
68,38.5,80.6,61,31.2,35,Mist/Fog,8.2,Fitness,4.2,16,1,Fresh Air,Libraries,8.0,0.0,49
117,46.9,87.7,64,29.4,66,Partly Cloudy,3.3,Fitness,3.8,12,4,Exercise,Lakes,5.0,0.0,58
176,95.8,154.1,48,23.4,50,Clear,6.3,Lakes,4.5,20,4,Study,Parks,5.0,0.0,29
118,69.8,116.4,45,24.7,62,Rainy,0.9,Cafes,4.1,19,6,Fresh Air,Cafes,15.0,4.2,87
47,23.6,44.8,47,19.8,57,Thunderstorm,3.3,Parks,4.5,19,2,Relax,All,5.0,3.9,69
161,102.7,185.9,40,25.4,76,Rainy,4.6,Libraries,3.5,17,7,Relax,Parks,15.0,3.6,46
50,31.4,50.9,28,33.1,60,Cloudy,5.0,Libraries,4.0,19,2,Quiet Time,Parks,10.0,0.0,88
133,80.7,167.9,37,34.9,54,Partly Cloudy,4.9,Libraries,4.9,22,2,Meditate,Libraries,15.0,0.0,79
37,21.9,47.1,41,35.1,45,Partly Cloudy,0.6,Meditation,3.5,10,1,Relax,Meditation,15.0,0.0,84
53,22.9,42.9,38,21.4,67,Cloudy,1.2,Meditation,4.3,13,6,Relax,Libraries,8.0,0.0,86
60,26.2,42.3,67,20.0,81,Clear,0.8,Fitness,3.9,11,1,Relax,Lakes,8.0,4.7,56
20,8.4,18.3,35,25.6,79,Mist/Fog,3.8,Lakes,4.7,11,3,Exercise,All,15.0,3.4,99
112,62.0,119.5,36,22.6,41,Mist/Fog,3.6,Parks,3.5,22,7,Relax,Lakes,20.0,4.7,82
29,16.9,36.6,38,21.6,39,Rainy,4.6,Parks,4.2,21,4,Meditate,All,10.0,0.0,62
143,91.6,152.2,48,23.6,74,Thunderstorm,11.1,Lakes,4.2,20,4,Meditate,Meditation,15.0,0.0,13
63,31.2,53.7,48,32.7,57,Mist/Fog,8.0,Cafes,3.9,19,3,Study,Libraries,20.0,0.0,78
28,13.5,28.0,33,21.9,53,Clear,0.8,Meditation,3.7,16,6,Study,Cafes,10.0,3.7,88
91,41.7,68.4,32,27.5,40,Partly Cloudy,1.4,Libraries,4.9,8,5,Fresh Air,Fitness,20.0,0.0,79
75,45.1,85.7,59,20.1,57,Rainy,3.5,Cafes,4.1,6,3,Study,Parks,20.0,4.6,80
57,28.5,60.9,42,24.1,35,Clear,2.5,Meditation,4.6,14,3,Relax,Cafes,15.0,0.0,79
56,26.6,58.3,50,35.4,41,Mist/Fog,1.9,Cafes,3.7,13,1,Exercise,Libraries,20.0,0.0,70
144,65.7,108.6,47,32.7,61,Cloudy,0.3,Lakes,3.9,7,1,Relax,Lakes,5.0,3.6,71
72,31.3,58.7,30,31.6,79,Partly Cloudy,12.1,Libraries,4.5,9,5,Study,Meditation,15.0,0.0,93
32,19.0,35.9,29,30.8,52,Cloudy,6.6,Meditation,4.5,12,6,Exercise,Meditation,8.0,4.9,99
41,19.9,41.6,47,33.5,73,Thunderstorm,1.6,Lakes,4.5,22,1,Exercise,Fitness,15.0,0.0,60
162,85.6,177.0,37,25.6,69,Cloudy,10.9,Lakes,4.5,10,4,Study,Cafes,20.0,0.0,46
53,30.0,56.1,32,19.5,56,Thunderstorm,0.9,Libraries,4.1,16,1,Meditate,Lakes,20.0,0.0,99
134,78.1,144.8,47,21.2,48,Rainy,3.6,Cafes,4.2,7,6,Relax,All,20.0,3.2,59
24,11.0,21.7,39,25.1,45,Rainy,6.4,Meditation,4.2,11,7,Study,Parks,10.0,4.3,96
145,61.4,116.8,61,31.3,77,Rainy,4.4,Fitness,4.0,8,2,Fresh Air,Lakes,8.0,4.8,13
52,33.5,71.3,30,28.7,83,Clear,3.4,Libraries,4.8,21,1,Exercise,Lakes,15.0,3.0,91
79,41.5,85.2,62,23.5,71,Clear,2.4,Fitness,5.0,14,6,Study,Fitness,10.0,0.0,64
93,49.2,98.3,57,26.7,48,Thunderstorm,2.9,Cafes,3.7,19,7,Study,Meditation,5.0,5.0,73
81,47.4,103.5,48,19.6,81,Mist/Fog,2.0,Cafes,4.9,20,5,Exercise,All,5.0,4.8,91
21,11.1,20.0,37,32.3,63,Rainy,5.8,Meditation,3.9,6,4,Exercise,Lakes,10.0,0.0,96
63,35.0,70.0,39,19.2,49,Cloudy,2.4,Lakes,3.9,9,1,Exercise,Meditation,8.0,0.0,80
59,35.2,66.9,51,20.8,39,Thunderstorm,1.4,Parks,4.1,8,3,Relax,Lakes,8.0,3.9,67
138,68.5,126.0,58,34.6,64,Cloudy,1.0,Cafes,4.5,16,7,Meditate,Fitness,15.0,0.0,22
33,15.7,33.9,42,24.8,78,Partly Cloudy,2.3,Lakes,4.3,16,5,Exercise,Libraries,8.0,0.0,92
96,49.6,108.0,55,18.5,73,Thunderstorm,0.6,Fitness,4.4,15,7,Study,Cafes,8.0,4.0,33
101,50.6,81.1,40,26.3,37,Thunderstorm,0.5,Meditation,4.0,9,7,Study,All,5.0,4.0,80
146,83.0,169.6,42,27.3,63,Partly Cloudy,12.3,Cafes,3.8,10,3,Relax,All,8.0,0.0,32
76,31.7,53.6,42,19.7,45,Thunderstorm,2.5,Libraries,4.2,7,1,Fresh Air,Meditation,20.0,4.0,73
83,45.9,85.5,45,25.8,66,Clear,1.0,Lakes,3.8,12,4,Meditate,Fitness,8.0,0.0,66
37,21.3,35.5,34,20.7,49,Rainy,0.7,Meditation,3.5,15,1,Exercise,Lakes,15.0,0.0,99
55,34.5,75.1,55,26.3,35,Mist/Fog,0.9,Fitness,4.8,22,2,Fresh Air,Cafes,20.0,4.4,82
135,73.0,136.9,64,23.0,73,Partly Cloudy,1.6,Fitness,3.6,21,4,Meditate,Lakes,15.0,0.0,22
61,36.2,69.3,30,28.6,64,Cloudy,3.4,Meditation,3.6,6,7,Quiet Time,Parks,15.0,0.0,76
92,42.1,86.9,42,19.9,79,Partly Cloudy,4.9,Libraries,4.6,19,1,Quiet Time,Cafes,15.0,3.5,85
36,20.1,32.5,37,30.6,53,Clear,16.0,Parks,4.3,12,3,Quiet Time,All,20.0,0.0,91
155,93.3,160.0,58,35.3,39,Mist/Fog,0.4,Fitness,4.8,17,7,Meditate,Cafes,8.0,0.0,17
52,32.6,64.7,35,28.3,58,Partly Cloudy,1.8,Meditation,4.8,10,7,Relax,Lakes,20.0,3.9,88
24,12.6,20.5,43,22.0,82,Clear,9.2,Parks,4.1,17,1,Meditate,Fitness,10.0,0.0,81
30,15.9,31.3,39,19.0,69,Thunderstorm,0.7,Lakes,4.9,14,6,Study,All,15.0,3.7,73
53,33.4,66.7,49,26.9,75,Partly Cloudy,3.2,Parks,4.6,7,3,Meditate,Parks,20.0,0.0,80
129,54.2,104.7,43,31.0,40,Cloudy,2.7,Libraries,4.5,19,4,Fresh Air,Meditation,8.0,4.7,62
75,41.4,75.7,46,27.9,37,Clear,5.4,Parks,4.1,19,5,Relax,Fitness,8.0,3.9,85
39,16.2,28.2,37,25.4,72,Partly Cloudy,6.1,Meditation,4.4,6,7,Study,Lakes,20.0,0.0,85
34,18.7,39.9,51,28.9,58,Partly Cloudy,0.8,Lakes,3.6,12,4,Exercise,Parks,5.0,0.0,81
142,90.2,186.5,47,22.4,79,Mist/Fog,1.6,Cafes,4.3,7,3,Meditate,Cafes,20.0,0.0,54
168,102.5,196.0,47,21.8,53,Thunderstorm,6.2,Cafes,3.6,13,6,Relax,Parks,8.0,0.0,32
114,46.6,82.3,34,19.1,77,Clear,2.0,Libraries,4.8,18,4,Relax,All,5.0,3.4,74
54,34.3,73.6,47,34.6,80,Cloudy,6.1,Parks,3.8,6,3,Quiet Time,Lakes,20.0,0.0,63
52,30.4,49.7,29,35.1,81,Rainy,1.5,Meditation,4.2,22,3,Exercise,Fitness,20.0,3.8,92
173,72.9,127.6,43,28.3,36,Cloudy,1.4,Lakes,4.5,6,1,Relax,Lakes,10.0,4.3,70
110,56.1,105.5,59,29.5,62,Rainy,2.1,Cafes,4.9,14,5,Meditate,Cafes,20.0,0.0,55
162,70.0,138.5,44,29.8,46,Thunderstorm,4.0,Cafes,4.5,20,5,Study,Lakes,8.0,4.1,60
176,71.1,149.8,49,30.9,65,Thunderstorm,1.8,Lakes,4.3,9,5,Relax,Meditation,5.0,3.4,23
133,82.3,138.7,52,24.0,55,Cloudy,4.0,Fitness,4.9,15,5,Exercise,All,15.0,3.7,82
53,29.3,61.1,51,27.1,64,Mist/Fog,1.8,Cafes,4.1,7,6,Meditate,Libraries,8.0,0.0,54
64,35.7,72.8,43,33.3,61,Clear,0.5,Parks,4.5,22,4,Relax,Parks,15.0,3.4,99
55,35.4,61.5,33,30.5,57,Clear,11.4,Meditation,4.0,17,5,Study,Parks,15.0,0.0,73
79,47.9,105.0,42,32.0,55,Partly Cloudy,3.4,Meditation,4.4,15,3,Meditate,Cafes,8.0,3.2,75
124,69.2,142.8,42,18.3,41,Rainy,1.4,Libraries,4.6,21,6,Fresh Air,Parks,20.0,4.7,74
43,21.4,39.7,36,28.0,70,Mist/Fog,0.7,Lakes,4.4,9,6,Relax,Parks,10.0,4.5,99
132,77.2,143.7,55,20.4,44,Mist/Fog,5.4,Cafes,3.6,6,5,Exercise,Cafes,20.0,0.0,62
116,63.5,137.6,43,26.9,37,Cloudy,2.9,Cafes,4.4,19,3,Exercise,Parks,20.0,3.6,69
145,93.9,162.1,43,33.8,50,Thunderstorm,1.8,Lakes,3.7,14,4,Meditate,All,8.0,0.0,13
63,28.8,50.9,43,33.1,72,Thunderstorm,0.4,Cafes,4.9,12,1,Fresh Air,Fitness,5.0,0.0,78
62,31.4,58.6,36,23.3,40,Rainy,4.6,Parks,4.2,19,4,Study,Parks,5.0,4.7,74
55,32.0,57.5,43,26.2,71,Cloudy,4.2,Parks,4.6,16,1,Study,Fitness,5.0,0.0,73
74,39.9,83.9,59,29.3,47,Mist/Fog,3.4,Fitness,4.5,14,4,Fresh Air,Lakes,8.0,4.6,62
161,94.6,151.5,35,29.0,70,Thunderstorm,0.4,Lakes,4.4,13,6,Quiet Time,All,10.0,4.1,50
33,17.2,35.7,41,27.8,49,Cloudy,1.2,Lakes,4.1,20,3,Study,Fitness,10.0,3.8,84
140,80.7,166.6,56,28.8,69,Rainy,0.4,Fitness,4.3,19,1,Relax,Lakes,10.0,0.0,20
91,45.3,84.5,49,22.8,71,Clear,1.8,Cafes,4.0,19,2,Study,Meditation,5.0,0.0,78
129,55.8,107.4,66,32.4,39,Clear,4.6,Fitness,4.7,8,6,Relax,Libraries,10.0,3.4,29
101,58.5,103.8,30,24.0,45,Cloudy,4.9,Meditation,3.6,6,7,Meditate,Parks,5.0,0.0,80
86,34.9,69.1,39,22.9,41,Clear,5.7,Libraries,3.7,14,7,Relax,Parks,15.0,3.1,65
145,58.7,120.1,57,19.7,64,Partly Cloudy,2.0,Fitness,4.8,16,4,Quiet Time,Fitness,20.0,0.0,57
124,61.3,113.9,38,28.1,59,Rainy,8.6,Lakes,4.3,18,1,Relax,Lakes,20.0,0.0,61
149,86.2,161.3,58,25.2,46,Clear,1.9,Fitness,3.7,15,3,Exercise,Lakes,20.0,4.3,71
26,14.4,27.1,47,31.7,37,Thunderstorm,2.7,Lakes,4.0,16,7,Exercise,Libraries,15.0,3.6,66
84,38.0,73.6,35,23.6,67,Rainy,1.7,Meditation,4.3,8,1,Fresh Air,Cafes,15.0,0.0,87
71,36.2,79.0,34,26.9,66,Rainy,2.9,Parks,4.6,19,4,Meditate,Libraries,8.0,3.2,53
85,40.9,87.3,52,20.5,61,Partly Cloudy,1.1,Cafes,4.9,17,5,Quiet Time,Meditation,20.0,0.0,87
179,113.1,192.1,54,18.2,55,Rainy,0.9,Cafes,5.0,6,3,Quiet Time,Meditation,5.0,0.0,54
34,14.1,26.5,36,29.5,79,Cloudy,1.8,Lakes,4.9,14,3,Quiet Time,All,5.0,0.0,99
149,94.4,182.8,53,19.4,42,Partly Cloudy,4.9,Cafes,3.8,9,2,Study,Libraries,10.0,0.0,40
45,27.6,54.2,43,33.7,68,Mist/Fog,2.5,Meditation,3.5,13,2,Quiet Time,Fitness,8.0,4.6,71
